encodings,"(4, 5)","(3, 6)","(2, 7)","(1, 8)"
"[0, 1, 1, 1, 2, 2, 4, 5, 6]",224,1080,3280,8424
"[0, 1, 1, 1, 2, 2, 4, 5, 7]",256,1080,2840,6768
"[0, 1, 1, 1, 2, 2, 4, 5, 8]",128,648,1840,5688
"[0, 1, 1, 1, 2, 2, 4, 6, 6]",256,1080,2840,6768
"[0, 1, 1, 1, 2, 2, 4, 6, 7]",224,1188,2500,5088
"[0, 1, 1, 1, 2, 2, 4, 6, 8]",112,648,2216,3696
"[0, 1, 1, 1, 2, 2, 4, 7, 7]",192,1296,2160,3408
"[0, 1, 1, 1, 2, 2, 4, 7, 8]",96,648,2592,1704
"[0, 1, 1, 1, 2, 2, 5, 5, 5]",288,1296,3600,8064
"[0, 1, 1, 1, 2, 2, 5, 5, 6]",336,1296,3120,6480
"[0, 1, 1, 1, 2, 2, 5, 5, 7]",384,1296,2640,4896
"[0, 1, 1, 1, 2, 2, 5, 5, 8]",192,648,1320,4176
"[0, 1, 1, 1, 2, 2, 5, 6, 6]",384,1296,2640,4896
"[0, 1, 1, 1, 2, 2, 5, 6, 7]",336,1512,2040,3552
"[0, 1, 1, 1, 2, 2, 5, 6, 8]",168,756,1524,2640
"[0, 1, 1, 1, 2, 2, 5, 7, 7]",288,1728,1440,2208
"[0, 1, 1, 1, 2, 2, 5, 7, 8]",144,864,1728,1104
"[0, 1, 1, 1, 2, 2, 6, 6, 6]",432,1296,2160,3312
"[0, 1, 1, 1, 2, 2, 6, 6, 7]",288,1728,1440,2208
"[0, 1, 1, 1, 2, 2, 6, 6, 8]",144,864,720,1680
"[0, 1, 1, 1, 2, 2, 6, 7, 7]",144,2160,720,1104
"[0, 1, 1, 1, 2, 2, 6, 7, 8]",72,1080,864,552
"[0, 1, 1, 1, 2, 3, 3, 3, 3]",0,0,3840,18480
"[0, 1, 1, 1, 2, 3, 3, 3, 4]",0,324,3900,16296
"[0, 1, 1, 1, 2, 3, 3, 3, 5]",0,648,3960,14112
"[0, 1, 1, 1, 2, 3, 3, 3, 6]",0,648,3600,12312
"[0, 1, 1, 1, 2, 3, 3, 3, 7]",0,432,2400,11088
"[0, 1, 1, 1, 2, 3, 3, 3, 8]",0,216,1200,9864
"[0, 1, 1, 1, 2, 3, 3, 4, 4]",0,648,3960,14112
"[0, 1, 1, 1, 2, 3, 3, 4, 5]",96,864,3840,12096
"[0, 1, 1, 1, 2, 3, 3, 4, 6]",112,864,3440,10368
"[0, 1, 1, 1, 2, 3, 3, 4, 7]",88,648,2480,9072
"[0, 1, 1, 1, 2, 3, 3, 4, 8]",64,432,1520,7776
"[0, 1, 1, 1, 2, 3, 3, 5, 5]",192,1080,3720,10080
"[0, 1, 1, 1, 2, 3, 3, 5, 6]",224,1080,3280,8424
"[0, 1, 1, 1, 2, 3, 3, 5, 7]",176,864,2560,7056
"[0, 1, 1, 1, 2, 3, 3, 5, 8]",128,648,1840,5688
"[0, 1, 1, 1, 2, 3, 3, 6, 6]",256,1080,2840,6768
"[0, 1, 1, 1, 2, 3, 3, 6, 7]",184,864,2528,5232
"[0, 1, 1, 1, 2, 3, 3, 6, 8]",112,648,2216,3696
"[0, 1, 1, 1, 2, 3, 3, 7, 7]",112,648,2216,3696
"[0, 1, 1, 1, 2, 3, 3, 7, 8]",56,324,2620,1848
"[0, 1, 1, 1, 2, 3, 4, 4, 4]",0,972,4020,11928
"[0, 1, 1, 1, 2, 3, 4, 4, 5]",192,1080,3720,10080
"[0, 1, 1, 1, 2, 3, 4, 4, 6]",224,1080,3280,8424
"[0, 1, 1, 1, 2, 3, 4, 4, 7]",176,864,2560,7056
"[0, 1, 1, 1, 2, 3, 4, 4, 8]",88,432,1280,6120
"[0, 1, 1, 1, 2, 3, 4, 5, 5]",384,1188,3420,8232
"[0, 1, 1, 1, 2, 3, 4, 5, 6]",458,1134,2950,6750
"[0, 1, 1, 1, 2, 3, 4, 5, 7]",372,972,2340,5460
"[0, 1, 1, 1, 2, 3, 4, 5, 8]",206,594,1450,4458
"[0, 1, 1, 1, 2, 3, 4, 6, 6]",532,1080,2480,5268
"[0, 1, 1, 1, 2, 3, 4, 6, 7]",388,1026,2064,3992
"[0, 1, 1, 1, 2, 3, 4, 6, 8]",204,648,1676,2860
"[0, 1, 1, 1, 2, 3, 4, 7, 7]",244,972,1648,2716
"[0, 1, 1, 1, 2, 3, 4, 7, 8]",122,486,1958,1358
"[0, 1, 1, 1, 2, 3, 5, 5, 5]",576,1296,3120,6384
"[0, 1, 1, 1, 2, 3, 5, 5, 6]",692,1188,2620,5076
"[0, 1, 1, 1, 2, 3, 5, 5, 7]",568,1080,2120,3864
"[0, 1, 1, 1, 2, 3, 5, 5, 8]",284,540,1060,3228
"[0, 1, 1, 1, 2, 3, 5, 6, 6]",808,1080,2120,3768
"[0, 1, 1, 1, 2, 3, 5, 6, 7]",592,1188,1600,2752
"[0, 1, 1, 1, 2, 3, 5, 6, 8]",296,648,1136,2024
"[0, 1, 1, 1, 2, 3, 5, 7, 7]",376,1296,1080,1736
"[0, 1, 1, 1, 2, 3, 5, 7, 8]",188,648,1296,868
"[0, 1, 1, 1, 2, 3, 6, 6, 6]",924,972,1620,2460
"[0, 1, 1, 1, 2, 3, 6, 6, 7]",616,1296,1080,1640
"[0, 1, 1, 1, 2, 3, 6, 6, 8]",308,648,540,1252
"[0, 1, 1, 1, 2, 3, 6, 7, 7]",308,1620,540,820
"[0, 1, 1, 1, 2, 3, 6, 7, 8]",154,810,648,410
"[0, 1, 1, 1, 2, 4, 4, 4, 4]",0,1296,4080,9744
"[0, 1, 1, 1, 2, 4, 4, 4, 5]",288,1296,3600,8064
"[0, 1, 1, 1, 2, 4, 4, 4, 6]",336,1296,3120,6480
"[0, 1, 1, 1, 2, 4, 4, 4, 7]",224,864,2080,5472
"[0, 1, 1, 1, 2, 4, 4, 4, 8]",112,432,1040,4464
"[0, 1, 1, 1, 2, 4, 4, 5, 5]",576,1296,3120,6384
"[0, 1, 1, 1, 2, 4, 4, 5, 6]",692,1188,2620,5076
"[0, 1, 1, 1, 2, 4, 4, 5, 7]",488,864,1840,4152
"[0, 1, 1, 1, 2, 4, 4, 5, 8]",284,540,1060,3228
"[0, 1, 1, 1, 2, 4, 4, 6, 6]",808,1080,2120,3768
"[0, 1, 1, 1, 2, 4, 4, 6, 7]",552,864,1628,2896
"[0, 1, 1, 1, 2, 4, 4, 6, 8]",296,648,1136,2024
"[0, 1, 1, 1, 2, 4, 4, 7, 7]",296,648,1136,2024
"[0, 1, 1, 1, 2, 4, 4, 7, 8]",148,324,1324,1012
"[0, 1, 1, 1, 2, 4, 5, 5, 5]",864,1296,2640,4704
"[0, 1, 1, 1, 2, 4, 5, 5, 6]",1048,1080,2120,3672
"[0, 1, 1, 1, 2, 4, 5, 5, 7]",752,864,1600,2832
"[0, 1, 1, 1, 2, 4, 5, 5, 8]",376,432,800,2280
"[0, 1, 1, 1, 2, 4, 5, 6, 6]",1232,864,1600,2640
"[0, 1, 1, 1, 2, 4, 5, 6, 7]",848,864,1160,1952
"[0, 1, 1, 1, 2, 4, 5, 6, 8]",424,540,748,1408
"[0, 1, 1, 1, 2, 4, 5, 7, 7]",464,864,720,1264
"[0, 1, 1, 1, 2, 4, 5, 7, 8]",232,432,864,632
"[0, 1, 1, 1, 2, 4, 6, 6, 6]",1416,648,1080,1608
"[0, 1, 1, 1, 2, 4, 6, 6, 7]",944,864,720,1072
"[0, 1, 1, 1, 2, 4, 6, 6, 8]",472,432,360,824
"[0, 1, 1, 1, 2, 4, 6, 7, 7]",472,1080,360,536
"[0, 1, 1, 1, 2, 4, 6, 7, 8]",236,540,432,268
"[0, 1, 1, 1, 2, 5, 5, 5, 5]",1152,1296,2160,3024
"[0, 1, 1, 1, 2, 5, 5, 5, 6]",1404,972,1620,2268
"[0, 1, 1, 1, 2, 5, 5, 5, 7]",936,648,1080,1800
"[0, 1, 1, 1, 2, 5, 5, 5, 8]",468,324,540,1332
"[0, 1, 1, 1, 2, 5, 5, 6, 6]",1656,648,1080,1512
"[0, 1, 1, 1, 2, 5, 5, 6, 7]",1104,540,720,1152
"[0, 1, 1, 1, 2, 5, 5, 6, 8]",552,432,360,792
"[0, 1, 1, 1, 2, 5, 5, 7, 7]",552,432,360,792
"[0, 1, 1, 1, 2, 5, 5, 7, 8]",276,216,432,396
"[0, 1, 1, 1, 2, 5, 6, 6, 6]",1908,324,540,756
"[0, 1, 1, 1, 2, 5, 6, 6, 7]",1272,432,360,504
"[0, 1, 1, 1, 2, 5, 6, 6, 8]",636,216,180,396
"[0, 1, 1, 1, 2, 5, 6, 7, 7]",636,540,180,252
"[0, 1, 1, 1, 2, 5, 6, 7, 8]",318,270,216,126
"[0, 1, 1, 1, 3, 3, 3, 3, 3]",0,0,4800,16800
"[0, 1, 1, 1, 3, 3, 3, 3, 4]",0,432,4560,14448
"[0, 1, 1, 1, 3, 3, 3, 3, 5]",0,864,4320,12096
"[0, 1, 1, 1, 3, 3, 3, 3, 6]",0,648,3240,10512
"[0, 1, 1, 1, 3, 3, 3, 3, 7]",0,432,2160,8928
"[0, 1, 1, 1, 3, 3, 3, 3, 8]",0,216,1080,7344
"[0, 1, 1, 1, 3, 3, 3, 4, 4]",0,864,4320,12096
"[0, 1, 1, 1, 3, 3, 3, 4, 5]",144,1080,3960,10080
"[0, 1, 1, 1, 3, 3, 3, 4, 6]",128,864,3040,8640
"[0, 1, 1, 1, 3, 3, 3, 4, 7]",112,648,2120,7200
"[0, 1, 1, 1, 3, 3, 3, 4, 8]",96,432,1200,5760
"[0, 1, 1, 1, 3, 3, 3, 5, 5]",288,1296,3600,8064
"[0, 1, 1, 1, 3, 3, 3, 5, 6]",256,1080,2840,6768
"[0, 1, 1, 1, 3, 3, 3, 5, 7]",224,864,2080,5472
"[0, 1, 1, 1, 3, 3, 3, 5, 8]",192,648,1320,4176
"[0, 1, 1, 1, 3, 3, 3, 6, 6]",224,864,2080,5472
"[0, 1, 1, 1, 3, 3, 3, 6, 7]",176,648,1816,4128
"[0, 1, 1, 1, 3, 3, 3, 6, 8]",128,432,1552,2784
"[0, 1, 1, 1, 3, 3, 3, 7, 7]",128,432,1552,2784
"[0, 1, 1, 1, 3, 3, 3, 7, 8]",64,216,1784,1392
"[0, 1, 1, 1, 3, 3, 4, 4, 4]",0,1296,4080,9744
"[0, 1, 1, 1, 3, 3, 4, 4, 5]",288,1296,3600,8064
"[0, 1, 1, 1, 3, 3, 4, 4, 6]",256,1080,2840,6768
"[0, 1, 1, 1, 3, 3, 4, 4, 7]",224,864,2080,5472
"[0, 1, 1, 1, 3, 3, 4, 4, 8]",112,432,1040,4464
"[0, 1, 1, 1, 3, 3, 4, 5, 5]",576,1296,3120,6384
"[0, 1, 1, 1, 3, 3, 4, 5, 6]",532,1080,2480,5268
"[0, 1, 1, 1, 3, 3, 4, 5, 7]",488,864,1840,4152
"[0, 1, 1, 1, 3, 3, 4, 5, 8]",284,540,1060,3228
"[0, 1, 1, 1, 3, 3, 4, 6, 6]",488,864,1840,4152
"[0, 1, 1, 1, 3, 3, 4, 6, 7]",392,756,1488,3088
"[0, 1, 1, 1, 3, 3, 4, 6, 8]",216,432,1192,2120
"[0, 1, 1, 1, 3, 3, 4, 7, 7]",296,648,1136,2024
"[0, 1, 1, 1, 3, 3, 4, 7, 8]",148,324,1324,1012
"[0, 1, 1, 1, 3, 3, 5, 5, 5]",864,1296,2640,4704
"[0, 1, 1, 1, 3, 3, 5, 5, 6]",808,1080,2120,3768
"[0, 1, 1, 1, 3, 3, 5, 5, 7]",752,864,1600,2832
"[0, 1, 1, 1, 3, 3, 5, 5, 8]",376,432,800,2280
"[0, 1, 1, 1, 3, 3, 5, 6, 6]",752,864,1600,2832
"[0, 1, 1, 1, 3, 3, 5, 6, 7]",608,864,1160,2048
"[0, 1, 1, 1, 3, 3, 5, 6, 8]",304,432,832,1456
"[0, 1, 1, 1, 3, 3, 5, 7, 7]",464,864,720,1264
"[0, 1, 1, 1, 3, 3, 5, 7, 8]",232,432,864,632
"[0, 1, 1, 1, 3, 3, 6, 6, 6]",696,648,1080,1896
"[0, 1, 1, 1, 3, 3, 6, 6, 7]",464,864,720,1264
"[0, 1, 1, 1, 3, 3, 6, 6, 8]",232,432,360,920
"[0, 1, 1, 1, 3, 3, 6, 7, 7]",232,1080,360,632
"[0, 1, 1, 1, 3, 3, 6, 7, 8]",116,540,432,316
"[0, 1, 1, 1, 3, 4, 4, 4, 4]",0,1728,3840,7392
"[0, 1, 1, 1, 3, 4, 4, 4, 5]",432,1512,3240,6048
"[0, 1, 1, 1, 3, 4, 4, 4, 6]",384,1296,2640,4896
"[0, 1, 1, 1, 3, 4, 4, 4, 7]",256,864,1760,4032
"[0, 1, 1, 1, 3, 4, 4, 4, 8]",128,432,880,3168
"[0, 1, 1, 1, 3, 4, 4, 5, 5]",864,1296,2640,4704
"[0, 1, 1, 1, 3, 4, 4, 5, 6]",808,1080,2120,3768
"[0, 1, 1, 1, 3, 4, 4, 5, 7]",592,756,1460,3024
"[0, 1, 1, 1, 3, 4, 4, 5, 8]",376,432,800,2280
"[0, 1, 1, 1, 3, 4, 4, 6, 6]",752,864,1600,2832
"[0, 1, 1, 1, 3, 4, 4, 6, 7]",528,648,1216,2144
"[0, 1, 1, 1, 3, 4, 4, 6, 8]",304,432,832,1456
"[0, 1, 1, 1, 3, 4, 4, 7, 7]",304,432,832,1456
"[0, 1, 1, 1, 3, 4, 4, 7, 8]",152,216,920,728
"[0, 1, 1, 1, 3, 4, 5, 5, 5]",1296,1080,2040,3360
"[0, 1, 1, 1, 3, 4, 5, 5, 6]",1232,864,1600,2640
"[0, 1, 1, 1, 3, 4, 5, 5, 7]",928,648,1160,2016
"[0, 1, 1, 1, 3, 4, 5, 5, 8]",464,324,580,1584
"[0, 1, 1, 1, 3, 4, 5, 6, 6]",1168,648,1160,1920
"[0, 1, 1, 1, 3, 4, 5, 6, 7]",832,612,820,1408
"[0, 1, 1, 1, 3, 4, 5, 6, 8]",416,360,536,992
"[0, 1, 1, 1, 3, 4, 5, 7, 7]",496,576,480,896
"[0, 1, 1, 1, 3, 4, 5, 7, 8]",248,288,576,448
"[0, 1, 1, 1, 3, 4, 6, 6, 6]",1104,432,720,1200
"[0, 1, 1, 1, 3, 4, 6, 6, 7]",736,576,480,800
"[0, 1, 1, 1, 3, 4, 6, 6, 8]",368,288,240,592
"[0, 1, 1, 1, 3, 4, 6, 7, 7]",368,720,240,400
"[0, 1, 1, 1, 3, 4, 6, 7, 8]",184,360,288,200
"[0, 1, 1, 1, 3, 5, 5, 5, 5]",1728,864,1440,2016
"[0, 1, 1, 1, 3, 5, 5, 5, 6]",1656,648,1080,1512
"[0, 1, 1, 1, 3, 5, 5, 5, 7]",1104,432,720,1200
"[0, 1, 1, 1, 3, 5, 5, 5, 8]",552,216,360,888
"[0, 1, 1, 1, 3, 5, 5, 6, 6]",1584,432,720,1008
"[0, 1, 1, 1, 3, 5, 5, 6, 7]",1056,360,480,768
"[0, 1, 1, 1, 3, 5, 5, 6, 8]",528,288,240,528
"[0, 1, 1, 1, 3, 5, 5, 7, 7]",528,288,240,528
"[0, 1, 1, 1, 3, 5, 5, 7, 8]",264,144,288,264
"[0, 1, 1, 1, 3, 5, 6, 6, 6]",1512,216,360,504
"[0, 1, 1, 1, 3, 5, 6, 6, 7]",1008,288,240,336
"[0, 1, 1, 1, 3, 5, 6, 6, 8]",504,144,120,264
"[0, 1, 1, 1, 3, 5, 6, 7, 7]",504,360,120,168
"[0, 1, 1, 1, 3, 5, 6, 7, 8]",252,180,144,84
"[0, 1, 1, 1, 4, 4, 4, 4, 4]",0,2160,3600,5040
"[0, 1, 1, 1, 4, 4, 4, 4, 5]",576,1728,2880,4032
"[0, 1, 1, 1, 4, 4, 4, 4, 6]",432,1296,2160,3312
"[0, 1, 1, 1, 4, 4, 4, 4, 7]",288,864,1440,2592
"[0, 1, 1, 1, 4, 4, 4, 4, 8]",144,432,720,1872
"[0, 1, 1, 1, 4, 4, 4, 5, 5]",1152,1296,2160,3024
"[0, 1, 1, 1, 4, 4, 4, 5, 6]",924,972,1620,2460
"[0, 1, 1, 1, 4, 4, 4, 5, 7]",696,648,1080,1896
"[0, 1, 1, 1, 4, 4, 4, 5, 8]",468,324,540,1332
"[0, 1, 1, 1, 4, 4, 4, 6, 6]",696,648,1080,1896
"[0, 1, 1, 1, 4, 4, 4, 6, 7]",504,432,804,1392
"[0, 1, 1, 1, 4, 4, 4, 6, 8]",312,216,528,888
"[0, 1, 1, 1, 4, 4, 4, 7, 7]",312,216,528,888
"[0, 1, 1, 1, 4, 4, 4, 7, 8]",156,108,516,444
"[0, 1, 1, 1, 4, 4, 5, 5, 5]",1728,864,1440,2016
"[0, 1, 1, 1, 4, 4, 5, 5, 6]",1416,648,1080,1608
"[0, 1, 1, 1, 4, 4, 5, 5, 7]",1104,432,720,1200
"[0, 1, 1, 1, 4, 4, 5, 5, 8]",552,216,360,888
"[0, 1, 1, 1, 4, 4, 5, 6, 6]",1104,432,720,1200
"[0, 1, 1, 1, 4, 4, 5, 6, 7]",816,360,480,864
"[0, 1, 1, 1, 4, 4, 5, 6, 8]",408,180,324,576
"[0, 1, 1, 1, 4, 4, 5, 7, 7]",528,288,240,528
"[0, 1, 1, 1, 4, 4, 5, 7, 8]",264,144,288,264
"[0, 1, 1, 1, 4, 4, 6, 6, 6]",792,216,360,792
"[0, 1, 1, 1, 4, 4, 6, 6, 7]",528,288,240,528
"[0, 1, 1, 1, 4, 4, 6, 6, 8]",264,144,120,360
"[0, 1, 1, 1, 4, 4, 6, 7, 7]",264,360,120,264
"[0, 1, 1, 1, 4, 4, 6, 7, 8]",132,180,144,132
"[0, 1, 1, 1, 4, 5, 5, 5, 5]",2304,432,720,1008
"[0, 1, 1, 1, 4, 5, 5, 5, 6]",1908,324,540,756
"[0, 1, 1, 1, 4, 5, 5, 5, 7]",1272,216,360,600
"[0, 1, 1, 1, 4, 5, 5, 5, 8]",636,108,180,444
"[0, 1, 1, 1, 4, 5, 5, 6, 6]",1512,216,360,504
"[0, 1, 1, 1, 4, 5, 5, 6, 7]",1008,180,240,384
"[0, 1, 1, 1, 4, 5, 5, 6, 8]",504,144,120,264
"[0, 1, 1, 1, 4, 5, 5, 7, 7]",504,144,120,264
"[0, 1, 1, 1, 4, 5, 5, 7, 8]",252,72,144,132
"[0, 1, 1, 1, 4, 5, 6, 6, 6]",1116,108,180,252
"[0, 1, 1, 1, 4, 5, 6, 6, 7]",744,144,120,168
"[0, 1, 1, 1, 4, 5, 6, 6, 8]",372,72,60,132
"[0, 1, 1, 1, 4, 5, 6, 7, 7]",372,180,60,84
"[0, 1, 1, 1, 4, 5, 6, 7, 8]",186,90,72,42
"[0, 1, 1, 2, 2, 2, 2, 2, 2]",0,0,0,30240
"[0, 1, 1, 2, 2, 2, 2, 2, 3]",0,0,1200,26880
"[0, 1, 1, 2, 2, 2, 2, 2, 4]",0,0,2400,23520
"[0, 1, 1, 2, 2, 2, 2, 2, 5]",0,0,1920,21120
"[0, 1, 1, 2, 2, 2, 2, 2, 6]",0,0,1440,18720
"[0, 1, 1, 2, 2, 2, 2, 2, 7]",0,0,960,16320
"[0, 1, 1, 2, 2, 2, 2, 2, 8]",0,0,480,13920
"[0, 1, 1, 2, 2, 2, 2, 3, 3]",0,0,2400,23520
"[0, 1, 1, 2, 2, 2, 2, 3, 4]",0,144,3120,20496
"[0, 1, 1, 2, 2, 2, 2, 3, 5]",0,180,2580,18240
"[0, 1, 1, 2, 2, 2, 2, 3, 6]",0,216,2040,15984
"[0, 1, 1, 2, 2, 2, 2, 3, 7]",0,252,1500,13728
"[0, 1, 1, 2, 2, 2, 2, 3, 8]",0,288,960,11472
"[0, 1, 1, 2, 2, 2, 2, 4, 4]",0,288,3840,17472
"[0, 1, 1, 2, 2, 2, 2, 4, 5]",0,360,3240,15360
"[0, 1, 1, 2, 2, 2, 2, 4, 6]",0,432,2640,13248
"[0, 1, 1, 2, 2, 2, 2, 4, 7]",0,504,2040,11136
"[0, 1, 1, 2, 2, 2, 2, 4, 8]",0,576,1440,9024
"[0, 1, 1, 2, 2, 2, 2, 5, 5]",0,432,2640,13248
"[0, 1, 1, 2, 2, 2, 2, 5, 6]",0,432,2400,11088
"[0, 1, 1, 2, 2, 2, 2, 5, 7]",0,432,2160,8928
"[0, 1, 1, 2, 2, 2, 2, 5, 8]",0,432,1920,6768
"[0, 1, 1, 2, 2, 2, 2, 6, 6]",0,432,2160,8928
"[0, 1, 1, 2, 2, 2, 2, 6, 7]",0,360,2280,6720
"[0, 1, 1, 2, 2, 2, 2, 6, 8]",0,288,2400,4512
"[0, 1, 1, 2, 2, 2, 2, 7, 7]",0,288,2400,4512
"[0, 1, 1, 2, 2, 2, 2, 7, 8]",0,144,2880,2256
"[0, 1, 1, 2, 2, 2, 3, 3, 3]",0,0,3600,20160
"[0, 1, 1, 2, 2, 2, 3, 3, 4]",0,288,3840,17472
"[0, 1, 1, 2, 2, 2, 3, 3, 5]",0,360,3240,15360
"[0, 1, 1, 2, 2, 2, 3, 3, 6]",0,432,2640,13248
"[0, 1, 1, 2, 2, 2, 3, 3, 7]",0,504,2040,11136
"[0, 1, 1, 2, 2, 2, 3, 3, 8]",0,252,1020,9408
"[0, 1, 1, 2, 2, 2, 3, 4, 4]",0,576,4080,14784
"[0, 1, 1, 2, 2, 2, 3, 4, 5]",32,612,3460,12864
"[0, 1, 1, 2, 2, 2, 3, 4, 6]",64,648,2840,10944
"[0, 1, 1, 2, 2, 2, 3, 4, 7]",96,684,2220,9024
"[0, 1, 1, 2, 2, 2, 3, 4, 8]",48,504,1320,7392
"[0, 1, 1, 2, 2, 2, 3, 5, 5]",64,648,2840,10944
"[0, 1, 1, 2, 2, 2, 3, 5, 6]",88,648,2480,9072
"[0, 1, 1, 2, 2, 2, 3, 5, 7]",112,648,2120,7200
"[0, 1, 1, 2, 2, 2, 3, 5, 8]",56,432,1648,5520
"[0, 1, 1, 2, 2, 2, 3, 6, 6]",112,648,2120,7200
"[0, 1, 1, 2, 2, 2, 3, 6, 7]",128,612,2020,5376
"[0, 1, 1, 2, 2, 2, 3, 6, 8]",64,360,1976,3648
"[0, 1, 1, 2, 2, 2, 3, 7, 7]",144,576,1920,3552
"[0, 1, 1, 2, 2, 2, 3, 7, 8]",72,288,2304,1776
"[0, 1, 1, 2, 2, 2, 4, 4, 4]",0,864,4320,12096
"[0, 1, 1, 2, 2, 2, 4, 4, 5]",64,864,3680,10368
"[0, 1, 1, 2, 2, 2, 4, 4, 6]",128,864,3040,8640
"[0, 1, 1, 2, 2, 2, 4, 4, 7]",192,864,2400,6912
"[0, 1, 1, 2, 2, 2, 4, 4, 8]",96,432,1200,5760
"[0, 1, 1, 2, 2, 2, 4, 5, 5]",128,864,3040,8640
"[0, 1, 1, 2, 2, 2, 4, 5, 6]",176,864,2560,7056
"[0, 1, 1, 2, 2, 2, 4, 5, 7]",224,864,2080,5472
"[0, 1, 1, 2, 2, 2, 4, 5, 8]",112,432,1376,4272
"[0, 1, 1, 2, 2, 2, 4, 6, 6]",224,864,2080,5472
"[0, 1, 1, 2, 2, 2, 4, 6, 7]",256,864,1760,4032
"[0, 1, 1, 2, 2, 2, 4, 6, 8]",128,432,1552,2784
"[0, 1, 1, 2, 2, 2, 4, 7, 7]",288,864,1440,2592
"[0, 1, 1, 2, 2, 2, 4, 7, 8]",144,432,1728,1296
"[0, 1, 1, 2, 2, 2, 5, 5, 5]",192,864,2400,6912
"[0, 1, 1, 2, 2, 2, 5, 5, 6]",224,864,2080,5472
"[0, 1, 1, 2, 2, 2, 5, 5, 7]",256,864,1760,4032
"[0, 1, 1, 2, 2, 2, 5, 5, 8]",128,432,880,3168
"[0, 1, 1, 2, 2, 2, 5, 6, 6]",256,864,1760,4032
"[0, 1, 1, 2, 2, 2, 5, 6, 7]",224,1008,1360,2880
"[0, 1, 1, 2, 2, 2, 5, 6, 8]",112,504,1016,2016
"[0, 1, 1, 2, 2, 2, 5, 7, 7]",192,1152,960,1728
"[0, 1, 1, 2, 2, 2, 5, 7, 8]",96,576,1152,864
"[0, 1, 1, 2, 2, 2, 6, 6, 6]",288,864,1440,2592
"[0, 1, 1, 2, 2, 2, 6, 6, 7]",192,1152,960,1728
"[0, 1, 1, 2, 2, 2, 6, 6, 8]",96,576,480,1248
"[0, 1, 1, 2, 2, 2, 6, 7, 7]",96,1440,480,864
"[0, 1, 1, 2, 2, 2, 6, 7, 8]",48,720,576,432
"[0, 1, 1, 2, 2, 3, 3, 3, 3]",0,0,4800,16800
"[0, 1, 1, 2, 2, 3, 3, 3, 4]",0,432,4560,14448
"[0, 1, 1, 2, 2, 3, 3, 3, 5]",0,540,3900,12480
"[0, 1, 1, 2, 2, 3, 3, 3, 6]",0,648,3240,10512
"[0, 1, 1, 2, 2, 3, 3, 3, 7]",0,432,2160,8928
"[0, 1, 1, 2, 2, 3, 3, 3, 8]",0,216,1080,7344
"[0, 1, 1, 2, 2, 3, 3, 4, 4]",0,864,4320,12096
"[0, 1, 1, 2, 2, 3, 3, 4, 5]",64,864,3680,10368
"[0, 1, 1, 2, 2, 3, 3, 4, 6]",128,864,3040,8640
"[0, 1, 1, 2, 2, 3, 3, 4, 7]",112,648,2120,7200
"[0, 1, 1, 2, 2, 3, 3, 4, 8]",96,432,1200,5760
"[0, 1, 1, 2, 2, 3, 3, 5, 5]",128,864,3040,8640
"[0, 1, 1, 2, 2, 3, 3, 5, 6]",176,864,2560,7056
"[0, 1, 1, 2, 2, 3, 3, 5, 7]",144,648,1968,5664
"[0, 1, 1, 2, 2, 3, 3, 5, 8]",112,432,1376,4272
"[0, 1, 1, 2, 2, 3, 3, 6, 6]",224,864,2080,5472
"[0, 1, 1, 2, 2, 3, 3, 6, 7]",176,648,1816,4128
"[0, 1, 1, 2, 2, 3, 3, 6, 8]",128,432,1552,2784
"[0, 1, 1, 2, 2, 3, 3, 7, 7]",128,432,1552,2784
"[0, 1, 1, 2, 2, 3, 3, 7, 8]",64,216,1784,1392
"[0, 1, 1, 2, 2, 3, 4, 4, 4]",0,1296,4080,9744
"[0, 1, 1, 2, 2, 3, 4, 4, 5]",128,1188,3460,8256
"[0, 1, 1, 2, 2, 3, 4, 4, 6]",256,1080,2840,6768
"[0, 1, 1, 2, 2, 3, 4, 4, 7]",224,864,2080,5472
"[0, 1, 1, 2, 2, 3, 4, 4, 8]",112,432,1040,4464
"[0, 1, 1, 2, 2, 3, 4, 5, 5]",256,1080,2840,6768
"[0, 1, 1, 2, 2, 3, 4, 5, 6]",372,972,2340,5460
"[0, 1, 1, 2, 2, 3, 4, 5, 7]",308,810,1784,4280
"[0, 1, 1, 2, 2, 3, 4, 5, 8]",164,432,1116,3292
"[0, 1, 1, 2, 2, 3, 4, 6, 6]",488,864,1840,4152
"[0, 1, 1, 2, 2, 3, 4, 6, 7]",392,756,1488,3088
"[0, 1, 1, 2, 2, 3, 4, 6, 8]",216,432,1192,2120
"[0, 1, 1, 2, 2, 3, 4, 7, 7]",296,648,1136,2024
"[0, 1, 1, 2, 2, 3, 4, 7, 8]",148,324,1324,1012
"[0, 1, 1, 2, 2, 3, 5, 5, 5]",384,972,2220,5280
"[0, 1, 1, 2, 2, 3, 5, 5, 6]",488,864,1840,4152
"[0, 1, 1, 2, 2, 3, 5, 5, 7]",392,756,1488,3088
"[0, 1, 1, 2, 2, 3, 5, 5, 8]",196,378,744,2408
"[0, 1, 1, 2, 2, 3, 5, 6, 6]",592,756,1460,3024
"[0, 1, 1, 2, 2, 3, 5, 6, 7]",428,810,1104,2176
